3.431866355796612993e+02 1.315000000000000058e-01 -6.250000000000000000e-02 -1.562500000000000000e-02
1.868057174085148517e+02 2.016999999999999904e-01 1.304687500000000000e+00 1.375000000000000000e+00
2.578980556663609605e+02 8.590000000000000413e-02 1.132812500000000000e+00 1.226562500000000000e+00
1.054343178572117040e+03 1.000000000000000048e-04 7.109375000000000000e-01 9.218750000000000000e-01
1.675247868088404175e+02 3.130000000000000004e-01 1.351562500000000000e+00 1.398437500000000000e+00
6.095950485563289476e+02 4.799999999999999580e-03 8.281250000000000000e-01 9.062500000000000000e-01
1.599731309839331288e+03 1.000000000000000048e-04 7.500000000000000000e-01 9.531250000000000000e-01
1.661678651078276232e+02 3.430000000000000271e-01 9.609375000000000000e-01 1.015625000000000000e+00
1.572085915290790297e+02 1.077000000000000041e-01 1.101562500000000000e+00 1.171875000000000000e+00
2.628043259520993615e+02 7.090000000000000469e-02 1.070312500000000000e+00 1.125000000000000000e+00
6.353982944005506397e+02 5.400000000000000286e-03 8.203125000000000000e-01 9.453125000000000000e-01
7.396232136684811564e+01 9.139000000000000457e-01 4.609375000000000000e-01 4.765625000000000000e-01
5.626184812305955347e+02 1.269999999999999948e-02 1.242187500000000000e+00 1.359375000000000000e+00
1.268622139159335575e+03 1.000000000000000048e-04 6.953125000000000000e-01 8.828125000000000000e-01
2.935100958197743353e+02 1.150000000000000050e-01 1.367187500000000000e+00 1.453125000000000000e+00
1.195049951688978126e+03 1.000000000000000048e-04 7.500000000000000000e-01 8.906250000000000000e-01
2.435300399015179096e+02 1.822999999999999898e-01 7.968750000000000000e-01 8.515625000000000000e-01
8.230993926573884210e+02 5.999999999999999474e-04 6.875000000000000000e-01 8.359375000000000000e-01
2.627543816877551990e+02 1.405000000000000138e-01 7.656250000000000000e-01 8.593750000000000000e-01
2.149845240212039528e+02 4.825999999999999734e-01 6.796875000000000000e-01 7.656250000000000000e-01
7.177567878024390211e+02 8.000000000000000383e-04 9.218750000000000000e-01 1.046875000000000000e+00
1.189322199069148951e+02 4.789999999999999813e-01 7.031250000000000000e-01 7.578125000000000000e-01
3.485664231616838151e+02 9.160000000000000087e-02 1.281250000000000000e+00 1.390625000000000000e+00
