9.624810937018371988e+03 1.000000000000000048e-04 1.187500000000000000e+00 1.492187500000000000e+00
1.800301463675638445e+02 5.682000000000000384e-01 8.125000000000000000e-01 8.437500000000000000e-01
5.962478001032200700e+04 1.000000000000000048e-04 1.132812500000000000e+00 1.492187500000000000e+00
1.299240093324129703e+04 1.000000000000000048e-04 1.187500000000000000e+00 1.492187500000000000e+00
2.280757331152960978e+04 1.000000000000000048e-04 1.164062500000000000e+00 1.492187500000000000e+00
4.387155929124519389e+03 1.000000000000000048e-04 1.187500000000000000e+00 1.492187500000000000e+00
1.207733616695908859e+04 1.000000000000000048e-04 1.148437500000000000e+00 1.492187500000000000e+00
2.811747851928790169e+03 1.000000000000000048e-04 1.164062500000000000e+00 1.492187500000000000e+00
1.957417733840764413e+03 1.000000000000000048e-04 1.265625000000000000e+00 1.492187500000000000e+00
1.687174683049294254e+04 1.000000000000000048e-04 1.109375000000000000e+00 1.492187500000000000e+00
1.127433618998109341e+04 1.000000000000000048e-04 1.195312500000000000e+00 1.492187500000000000e+00
1.859332530449029582e+04 1.000000000000000048e-04 1.148437500000000000e+00 1.492187500000000000e+00
8.038263600419633804e+03 1.000000000000000048e-04 1.226562500000000000e+00 1.492187500000000000e+00
3.831750232135404985e+03 1.000000000000000048e-04 1.179687500000000000e+00 1.492187500000000000e+00
3.147878904146995046e+04 1.000000000000000048e-04 1.132812500000000000e+00 1.492187500000000000e+00
1.546762130093057203e+04 1.000000000000000048e-04 1.226562500000000000e+00 1.492187500000000000e+00
3.216720848561027196e+03 1.000000000000000048e-04 1.203125000000000000e+00 1.492187500000000000e+00
3.406329918628709493e+03 1.000000000000000048e-04 1.179687500000000000e+00 1.492187500000000000e+00
2.476622574325212918e+04 1.000000000000000048e-04 1.117187500000000000e+00 1.492187500000000000e+00
1.964286628046008616e+02 3.206999999999999851e-01 1.117187500000000000e+00 1.164062500000000000e+00
2.972251346028462535e+02 5.670000000000000040e-02 1.351562500000000000e+00 1.406250000000000000e+00
2.157511108827053977e+04 1.000000000000000048e-04 1.109375000000000000e+00 1.492187500000000000e+00
5.653268944782154222e+02 1.779999999999999985e-02 7.109375000000000000e-01 8.437500000000000000e-01
2.103899242667582803e+04 1.000000000000000048e-04 1.125000000000000000e+00 1.492187500000000000e+00
3.514969796432429121e+03 1.000000000000000048e-04 1.195312500000000000e+00 1.492187500000000000e+00
1.077612488745103576e+02 4.809999999999999831e-01 1.437500000000000000e+00 1.468750000000000000e+00
2.671071099202363257e+04 1.000000000000000048e-04 1.101562500000000000e+00 1.492187500000000000e+00
4.104278699408151851e+02 4.819999999999999979e-02 1.484375000000000000e-01 2.109375000000000000e-01
1.689511601177698594e+02 3.511000000000000232e-01 1.453125000000000000e+00 1.492187500000000000e+00
1.324054931309283529e+04 1.000000000000000048e-04 1.164062500000000000e+00 1.492187500000000000e+00
